node,pagerank
GiantSnowman,0.0011620953480970773
Salix alba,0.0011528778537247706
Reaper Eternal,0.0011522791715179335
BQZip01,0.0011494674318094213
Polargeo,0.0011451971886953384
Favonian,0.0011430524765117718
John Carter,0.0011374509017242364
Gazimoff,0.0011291721207691955
SwisterTwister,0.001125307273773614
Abecedare,0.0011158110490210194
Master of Puppets,0.001104690724906011
Khoikhoi,0.0011013122112408312
Neurolysis,0.0010967794990068658
Materialscientist,0.0010954734282252613
Jza84,0.0010931796725440705
Bgwhite,0.0010931173203274497
Qwyrxian,0.0010889331184035914
MONGO,0.0010870697171844446
BD2412,0.0010833905058371584
Paulmcdonald,0.0010787457664286583
NuclearWarfare,0.0010713561379145694
Mattythewhite,0.0010614585323498245
Redrose64,0.0010614263487402893
WJBscribe,0.0010594057678937794
7,0.0010473544032280995
William M. Connolley,0.001044946767349181
Fences and windows,0.0010407266767175326
Rjanag,0.0010368902009002437
My76Strat,0.001035080941289298
RockMagnetist,0.0010283560687339127
Airplaneman,0.0010261589256865204
A new name 2008,0.0010228468661385027
Addshore,0.0010191577415014424
DGG,0.0010170879937136876
Catfish Jim and the soapdish,0.0010163808733146273
MER-C,0.0010057662009399396
Moni3,0.0010035939378027557
Pascal.Tesson,0.0009981780935799172
Dana boomer,0.0009974780363283249
Slon02,0.0009880766272267183
Dylan620,0.000984758843437207
TommyBoy,0.0009822802978411403
Ron Ritzman,0.0009788797274895766
GrahamColm,0.0009767823696044758
Phantomsteve,0.0009748074188594225
Sergecross73,0.0009744706850708866
Skomorokh,0.0009719157254006506
Mkativerata,0.0009610257214346087
Fetchcomms,0.0009605390415028073
Anonymous Dissident,0.0009559940714505822
The Rambling Man,0.0009512010492688527
CapitalR,0.0009445725019970397
Karanacs,0.0009443221000930787
Nilfanion,0.0009303588827922078
Wehwalt,0.0009290445487903235
Sphilbrick,0.0009217304256418744
lustiger seth,0.0009157928967401674
Jake Wartenberg,0.0009143031131633926
Misza13,0.0009138249787903367
Worm That Turned,0.0009132371828453638
Shubinator,0.0009087690598065218
Ucucha,0.0009083646675819802
Anthony.bradbury,0.000906132016531724
Ched Davis,0.0009013544019617107
Bwilkins,0.0008985114065793168
Sarah Ewart,0.0008979233348974813
Bahamut0013,0.0008908704392480244
MikeLynch,0.0008889416896971173
The Transhumanist,0.0008884206679769102
Bradjamesbrown,0.0008881460643746242
AmiDaniel,0.0008880937356522541
Fainites,0.0008863075835527608
Msgj,0.0008857383925773432
TFOWR,0.0008799253075770443
Rudget,0.0008793103796689087
Alphachimp,0.0008785811624080025
Ta bu shi da yu,0.0008763669839067603
TomStar81,0.0008740949596747344
Kanonkas,0.0008728305016008733
Rami R,0.0008720630080176461
Lord Voldemort,0.0008681553250489041
Sadads,0.0008617202658286772
^demon,0.0008611936781818672
Siva1979,0.0008596100364646437
Ecoleetage,0.0008578738835095307
Milk's Favorite Cookie,0.0008527225127637803
SoWhy,0.0008478702998774477
Persian Poet Gal,0.0008399092642607979
Ronhjones,0.0008392847185649515
Tanthalas39,0.0008392614295199047
Swatjester,0.0008365763426957309
Tim Song,0.0008338341832194256
Looie496,0.0008317703863971499
Blnguyen,0.0008312292468476075
Backslash Forwardslash,0.0008291081819380676
JamieS93,0.0008284352037464798
Karmafist,0.0008270506945193694
Leonard^Bloom,0.0008255826746204225
Carrite,0.0008249974682083063
Panyd,0.0008249485264493221
Guanaco,0.0008240658486337762
Monty845,0.000820965955581188
Wifione,0.0008196108073637639
Smartse,0.0008193861563351796
Nikkimaria,0.0008166811794951408
Jmh649,0.0008149106055698361
Joturner,0.0008148496151940045
Bellhalla,0.0008135855958152062
Yannismarou,0.0008135745650415509
Biruitorul,0.0008110574066490418
Aitias,0.0008109697546370838
Bagumba,0.0008107279091428576
Mabdul,0.0008094573522918768
Badlydrawnjeff,0.0008093141185622484
Buckshot06,0.0008039798648323336
Xoloz,0.0008035366369122111
INeverCry,0.0008031904917919137
MuZemike,0.0008024259484901446
Lear's Fool,0.0008010251711538064
Coredesat,0.0008006338069582972
Kingpin13,0.0008005339184132621
Bookofjude,0.0007984771579213118
J.delanoy,0.0007962606289180305
Dinoguy1000,0.0007921941625983361
ThaddeusB,0.0007888409730386283
MichaelQSchmidt,0.0007885723395812784
IMatthew,0.0007884990061372373
2over0,0.0007860333521894308
Wisdom89,0.000786026949251279
Euryalus,0.0007803258865586135
Halibutt,0.0007791061802243135
Seraphimblade,0.0007779927297108472
Plastikspork,0.000777058209958042
Aervanath,0.0007750975820872604
Georgewilliamherbert,0.0007750621607021395
Ben W Bell,0.0007747556135292746
Mjroots,0.000774024266417885
Ged UK,0.0007731398891516495
Eagles247,0.0007697950889340399
Baseball Bugs,0.0007667805624499713
The Wordsmith,0.0007664053694774175
Lenticel,0.0007618495966022715
Luna Santin,0.0007612228007147244
JzG,0.0007612221538329091
TheDJ,0.0007588565862108198
JamesBWatson,0.0007563638929435903
Killervogel5,0.0007542918892290827
Messedrocker,0.0007533809485725299
Arsenikk,0.0007483481730254592
Synergy,0.0007462988103820316
Thatcher131,0.0007445970339018627
Sir Nicholas de Mimsy-Porpington,0.0007438290067584951
Jamesofur,0.0007384047721468597
Rlendog,0.000737970153516957
Mlpearc,0.0007337483972343203
Necrothesp,0.0007314785866865256
S Marshall,0.0007304834068738695
Hex,0.0007304588644943326
Climie.ca,0.0007302544403230812
JoshuaZ,0.0007291915535415188
Geni,0.0007234280679031513
Grandmasterka,0.0007224579079099147
Steve,0.0007209909247555061
Swarm,0.000720068326238982
Scottywong,0.0007172921185511753
Thingg,0.0007167676840237751
Slp1,0.0007167266813817892
Angusmclellan,0.0007159649679646736
Hoopydink,0.0007150360263982481
Jaranda,0.0007147308231968748
Redwolf24,0.0007144883748183707
MGA73,0.0007095712761247798
Betacommand,0.0007085350705184173
Salvio giuliano,0.0007071342727224994
Kudpung,0.0007060447441183137
Blanchardb,0.00070204969419137
Logan,0.0007020010678260777
Proto,0.0007012956485282298
DerHexer,0.0007012430222988208
LaraLove,0.0007010842138334313
Scarian,0.0007004798191259573
Shirik,0.0006994018370477232
Lightdarkness,0.0006958618050170891
Atama,0.0006954839081690198
Paxse,0.0006953024596224501
Kylu,0.0006949104934147475
Yngvadottir,0.0006944758595062228
ErikHaugen,0.0006915051316646612
Gwen Gale,0.0006910736203591435
Darkwind,0.0006905746681317154
Fritzpoll,0.0006900338154261788
Tawker,0.0006862128162305604
Basalisk,0.0006853780952421561
Theopolisme,0.0006828222003914228
RMHED,0.0006826832072585917
Binksternet,0.0006821692099405249
Floquenbeam,0.0006810714986581069
Riana dzasta,0.000680278304045723
Dihydrogen Monoxide,0.00067931310937977
Until It Sleeps,0.0006771933357734748
Malik Shabazz,0.0006771385154188255
Dev920,0.0006765836088218002
BOZ,0.0006750364560522849
5 albert square,0.0006747968777796839
Dpmuk,0.0006734303158172226
Cyberjunkie,0.0006716517999864953
Olaf Davis,0.0006677193937987616
WBOSITG,0.0006670387903540121
Geometry guy,0.0006667417062393293
Duja,0.000665840002356982
R,0.0006635238444175897
Wtmitchell,0.0006616427778741868
Dank55,0.0006605750654769613
Werdna648,0.0006577573481361421
Kafziel,0.0006569700383565481
Gurch,0.0006542023753039087
Al Ameer son,0.0006537495698420418
Ddstretch,0.0006535240388386965
Horologium,0.0006528821031464054
Huntster,0.0006518282878691408
WereSpielChequers,0.000650819954212444
Coelacan,0.0006497489293342363
NCurse,0.0006476143904131701
The Bushranger,0.0006461673139464105
Rory096,0.0006456313491011006
Happyme22,0.0006431882848648506
Doczilla,0.0006417973198342298
Flyguy649,0.0006409376060871199
WAvegetarian,0.0006408584552477471
Leyo,0.0006381454127392411
Soxred93,0.0006379972014847948
AlexandrDmitri,0.0006372613431122064
JaGa,0.000636541678056516
Ramallite,0.0006363821526584969
Richardcavell,0.0006340601216204218
Roger Davies,0.0006338366920111837
Mfield,0.0006318973677255007
Remember the dot,0.0006305340206107584
Franamax,0.0006304912655606024
Suntag,0.0006299549406017894
Netsnipe,0.000629872463974874
Jreferee,0.0006289937181476174
Graeme Bartlett,0.0006243286453783902
Irishguy,0.0006236377170509775
Excirial,0.0006234110078503582
Wikidudeman,0.000621291103169315
Malleus Fatuarum,0.0006199533440487154
Ktr101,0.0006193580156904315
Kumioko,0.0006173157392599566
Srikeit,0.000617148446534253
Lawrence Cohen,0.0006160266529928732
Aaron Brenneman,0.000615033115886383
Efe,0.0006128077096227375
W.marsh,0.0006125989090378338
HelloAnnyong,0.000607105914693526
Acalamari,0.0006068589241799881
Thehelpfulone,0.0006057273427471026
OhanaUnited,0.0006055703274952584
JRM,0.0006051477132024714
Tangotango,0.0006049879350125868
CharlieEchoTango,0.0006028287423475705
ST47,0.0005955330438013715
Neutrality,0.0005952699410709243
Gatoclass,0.0005944178295496097
Timmeh,0.000593204516888489
Jarry1250,0.0005929908683389854
Amatulic,0.0005904402547935734
BigDom,0.0005885579140259785
Travellingcari,0.0005878907126221307
BirgitteSB,0.0005851165398670868
Kingoomieiii,0.0005843176700488205
AniMate,0.0005839998643863301
Cyde,0.0005832021082207617
Risker,0.0005829038811928038
WilliamH,0.0005804765227605847
Simetrical,0.0005789232388381517
RegentsPark,0.000578505437218876
Good Olfactory,0.0005778483984191129
Interiot,0.000577832222994802
Ekabhishek,0.0005767985407154588
QuiteUnusual,0.0005762106450393319
Carcharoth,0.0005740276089452
Humus sapiens,0.0005736219444630673
Gonzonoir,0.0005733608594264032
Avicennasis,0.0005731319332588969
Haemo,0.0005724980419268681
Headbomb,0.0005717439359654895
Tnxman307,0.000571353150628028
Naconkantari,0.0005699706892726469
Keilana,0.0005697134626196219
Alkivar,0.0005694464323014825
Ks0stm,0.0005673026132031448
Ligulem,0.0005672012150151858
GIen,0.0005668602720242014
Jclemens,0.0005664319526207664
Bettia,0.0005655403540690445
OlEnglish,0.0005651513489841039
Doug,0.0005650393270420406
Terence Ong,0.0005629167890412034
AzaToth,0.0005616905981783125
De728631,0.0005615662867096799
TerriersFan,0.0005602819283310874
Jujutacular,0.0005590327133447884
Mr. Lefty,0.0005578751316939089
Jsfouche,0.0005560262224056311
Arjun01,0.0005553111116195433
OverlordQ,0.0005548029817252112
Ynhockey,0.0005528779904771267
Nthep,0.0005511038826504606
MrKIA11,0.0005509898737345036
GB fan,0.000550757334770684
Jimp,0.0005492991926722882
CMummert,0.000548182962137617
MatthewFenton,0.0005479473529064127
Amalthea,0.0005447135843498785
Maedin,0.0005436680655857343
Kimchi.sg,0.0005436517286438655
Peripitus,0.0005424981379507261
FisherQueen,0.0005403897451403723
Grondemar,0.0005394199379325015
Shadow1,0.0005381315440136539
Elockid,0.0005374247423786022
Basket of Puppies,0.0005371336822611305
Magioladitis,0.0005368052781770647
Haukurth,0.0005360455618510441
EVula,0.0005350011769743188
MarkGallagher,0.0005343969649999498
Calabe1992,0.0005341557619070169
Law,0.0005339001915347373
JPG-GR,0.0005338908689260014
Celestianpower,0.0005322021071886919
Kakofonous,0.0005317595963219355
Ice Cold Beer,0.000531505137257802
Merope,0.0005305375418876873
David Eppstein,0.0005301588546253472
Walton One,0.0005284297565832266
MoRsE,0.0005284027698571199
Acdixon,0.0005272567262864336
Dendodge,0.0005263253886822694
SheffieldSteel,0.0005228735683663712
Joe Decker,0.0005228667446396825
Pilotguy,0.0005227332258167855
Rambo's Revenge,0.0005225999536939852
Ottava Rima,0.0005223399501113641
Killiondude,0.0005222972719984705
Yanksox,0.0005217583489487322
Nick Dowling,0.0005216514969496603
Samir (The Scope),0.0005190833844100706
Silence,0.0005177986942565207
RL0919,0.0005174694899341982
It Is Me Here,0.0005150427575872787
"Hit bull, win steak",0.0005149530655136133
Amgine,0.0005145561092200894
Foxy Loxy,0.0005134413082121802
Eustress,0.0005130443995719664
Protonk,0.0005130347386838692
Rune.welsh,0.0005128395631985834
Alison,0.0005126589949009694
Zscout370,0.0005122512889105712
Colds7ream,0.0005118636017572399
JGHowes,0.0005118403144349684
Arthur Rubin,0.0005116562852271752
Wadester16,0.0005115449810686716
Aude,0.0005114112280984264
MichaelBillington,0.000511399048255056
Drilnoth,0.0005109073758207685
Bastique,0.0005098510626016156
Gator1,0.0005084909139398499
JoanneB,0.0005074531121639143
Willking1979,0.0005070134731892
Tcncv,0.0005046291948213112
Chamal N,0.0005038527971807606
DeadEyeArrow,0.0005035598357731242
FireFox,0.0005031958828538336
Useight,0.0005029926149676514
Kwamikagami,0.000501747248651454
Berig,0.0004999607904813295
S@bre,0.0004989773740698072
Number 57,0.0004982219295596511
Tariqabjotu,0.0004938255837418389
PullToOpen,0.0004936491037549523
Lar,0.0004929893312044704
Raven4x4x,0.0004926127731941217
Fang Aili,0.0004918361671155377
Beeblebrox,0.0004911933437801545
Jersyko,0.000491134693750433
Dougweller,0.0004907150808513879
Where,0.0004903412145791481
Gadget850,0.0004896614485933596
Durova,0.0004873172092140859
Rannpháirtí anaithnid,0.0004867012078320977
Func,0.0004859947075394941
Gfoley4,0.00048546701396434103
Anonymous editor,0.0004849975397958471
Sam Hocevar,0.0004846315346876423
Fuhghettaboutit,0.00048240982848013887
Lulu of the Lotus-Eaters,0.0004823374658623486
Encephalon,0.0004813121976559804
Ragesoss,0.0004812031065908725
Tassedethe,0.00048093795064308397
Essjay,0.0004805032940664952
Michig,0.000478594068902995
Bedford,0.00047783072850666867
History2007,0.00047738479858462505
Ponyo,0.00047728833160249354
Bucketsofg,0.0004772733555963176
Sam Spade,0.0004770709817061684
Seicer,0.00047564507562881616
ErrantX,0.0004749669746814076
RockMFR,0.0004749601739388976
Herbythyme,0.00047353628875792067
Calmer Waters,0.0004728871363154603
Happy-melon,0.0004727661709866702
Heligoland,0.0004707608473219785
Bjweeks,0.00047062721264207777
Closedmouth,0.0004698563192767394
Magog the Ogre,0.00046976615641874253
MLauba,0.00046812626949026086
ElinorD,0.00046781011689115695
Vassyana,0.00046723528246340866
Pschemp,0.0004663092656182909
Lankiveil,0.0004646194590793426
Fvw,0.00046393364954846724
Ambuj.Saxena,0.0004629981852093275
GorillaWarfare,0.00046275804614688104
TheCustomOfLife,0.0004620853067482161
Teke,0.00046172750047033243
Moreschi,0.00046126896554727026
Ctjf83,0.0004607008700733185
Seddon,0.00045927802195105683
Mlaffs,0.00045870661985645975
The Earwig,0.000458658935000051
Butseriouslyfolks,0.0004583922339760295
RHM22,0.00045748022458588734
Itsmejudith,0.00045714664679670345
NativeForeigner,0.0004555132404373659
Wiki alf,0.00045492456848083933
MarkSweep,0.00045444623487734344
EyeSerene,0.00045212605753117065
DrKiernan,0.00045205111710262325
Benjah-bmm27,0.0004505403080755306
Aleta,0.00045031331165364043
Alex valavanis,0.0004496940849185023
Davemeistermoab,0.00044929997242714365
Hurricanehink,0.0004488666612848913
Roux,0.0004473347819351366
RN,0.00044445583139218064
Musical Linguist,0.0004432585162109877
Rlevse,0.00044274495528774454
Blurpeace,0.000442179652144083
January,0.00044118308860801946
Bigtimepeace,0.0004410971593576629
JPD,0.0004403858076018997
Tango,0.00044020293919571176
Xenocidic,0.00043715712386047166
Icewedge,0.0004369106551863674
Savidan,0.0004362516216886938
Sky Harbor,0.00043615200325390835
Redvers,0.00043608293723157204
Raymond arritt,0.0004360560157104757
Ryanpostlethwaite,0.0004344101086087493
Tiptoety,0.0004343509098251354
Versageek,0.0004335386671205413
Aranda56,0.00043312529035978783
N5iln,0.00043310374785727687
Seraphim Whipp,0.0004326539191725585
Barneca,0.0004325954446063049
Archtransit,0.00043219430324033215
Waldir,0.00043211929458094315
Cantthinkofagoodname,0.00043163133761792377
Howcheng,0.0004313864114745177
Guerillero,0.00043115496184155887
Natalya,0.0004308573297185394
Drini,0.00043018260150913307
Valfontis,0.0004300551250691722
AngelOfSadness,0.0004298891578351748
decltype,0.00042926782639606486
Smashville,0.00042824541716014595
Neutralhomer,0.0004259891205346723
Jersey Devil,0.0004256163800961101
Mike Cline,0.00042558998639055396
Xaosflux,0.00042543923908255546
Hersfold,0.00042519371936332323
Melchoir,0.00042411588294237473
Oxymoron83,0.0004226955042136793
Ali'i,0.00042248559696332296
Master Jay,0.0004217263969915145
R'n'B,0.0004215269720671501
Gflores,0.00042143534156969154
Mentifisto,0.0004212117783656133
Alphax,0.000421143736397037
WOSlinker,0.00042076756601097713
Kateshortforbob,0.00041894584522525274
Kpjas,0.00041812939704813525
Pedro,0.00041811458360057013
Kathryn NicDhàna,0.00041799743137687354
NawlinWiki,0.00041645297866945753
Chzz,0.0004162796435035395
Admiral Norton,0.0004157844718605784
Avruch,0.00041570774489184024
Deacon of Pndapetzim,0.00041529370892594107
Chacor,0.0004151608334188061
Sabine's Sunbird,0.0004144918567046315
Xezbeth,0.0004144033930025884
Mets501,0.0004138506573305252
SatyrTN,0.0004137517657522558
Mikaey,0.00041289940075496707
Fayenatic london,0.0004128005688863643
Rama's Arrow,0.00041224739541716936
KnightLago,0.0004115261136898412
Lucky 6.9,0.00041127849822099983
Trusilver,0.0004098615038174622
Xyrael,0.00040984217232060114
"Chase me ladies, I'm the Cavalry",0.00040977955263540454
thedemonhog,0.0004091588570662772
Silsor,0.000409011178511826
J Di,0.0004089193401319072
L'Aquatique,0.0004086321396150703
Cuchullain,0.000408451158361921
Pegship,0.0004083394330362513
Kotra,0.00040824070861632554
Smith609,0.00040771804585367996
Vejvančický,0.00040758180000921785
Chetblong,0.0004075587151036462
Tyrol5,0.00040581951102368027
FloNight,0.0004047476417999818
Cremepuff222,0.0004040906765666438
Hdt83,0.00040379147025760003
Michaelas10,0.00040238010199590335
WikiFanatic,0.0004023776963863511
Mufka,0.00040236759216032944
MPF,0.0004012186118784022
Joshbuddy,0.0004011148137656148
Hawkeye7,0.00040105064132123816
The Random Editor,0.0004007714163626127
Maunus,0.00040023901501165743
Cowman109,0.00039937158243667965
KimvdLinde,0.00039917894690841586
Samsara,0.0003989469460455217
GraemeL,0.00039883643130947545
Ground Zero,0.00039868936349398353
SB Johnny,0.0003986848371194286
GHe,0.0003982325730909187
J04n,0.00039795529800114077
Steven Fruitsmaak,0.0003979345720278101
Canadian-Bacon,0.00039722178789618423
Marskell,0.00039662688467375176
Nae'blis,0.0003955802912049039
Martyman,0.00039530740921013845
Ben,0.0003951519989867449
Bsadowski1,0.00039514525620846667
Arkyan2,0.0003950430595907605
Scott5114,0.0003931570566488311
MastCell,0.00039270253128372126
Figureskatingfan,0.00039179615735140277
Mazca,0.00039134755417067393
Jafeluv,0.00039134663271133264
Dweller,0.00039127114089580685
Renata3,0.00039118733833422525
Lifebaka,0.0003911411331809312
ChrisGriswold,0.00039001732933218293
Jonny-mt,0.0003891273276473627
Dfrg.msc,0.0003877355375413339
Master&Expert,0.00038769998151801923
Philosopher,0.0003863801203955037
AYArktos,0.0003851814439131541
Cgoodwin,0.0003844023009321191
Billinghurst,0.00038419549589182927
Fvasconcellos,0.0003838749597622744
Ioeth,0.00038344851090837837
EdJohnston,0.0003833864309942721
Ruhrfisch,0.00038314378138141195
Pmanderson,0.00038290619728096405
Computerjoe,0.0003828337057400182
Spinningspark,0.0003827666077963794
Babajobu,0.00038269310567590295
Rjd0060,0.00038190774876457905
Elkman,0.00038157490894559883
Lquilter,0.00038102468266934736
AlexiusHoratius,0.00038086303406053754
Opabinia regalis,0.0003802017411709698
ImperatorExercitus,0.0003796837388237279
E,0.0003789425213539069
Neranei,0.00037874829561603327
BostonMA,0.0003787021060198937
Ianblair23,0.0003781755059866551
A. B.,0.00037814541446914724
Brian New Zealand,0.000377526318772654
Lethe,0.00037662174060988624
IvoShandor,0.0003766186801381276
Sjorford,0.0003760639450597674
Dekimasu,0.00037563774372832893
Extraordinary Machine,0.0003754560777976421
TwinsMetsFan,0.0003743979841693994
Dravecky,0.0003722779017595061
RyanLupin,0.0003717508766327432
Lady Aleena,0.00037162035640730663
Sceptre,0.0003704762467856379
Bongwarrior,0.0003694810672961485
Bduke,0.0003693948623875922
Ed Poor,0.0003691685586260242
TonyTheTiger,0.00036892439275691
DaGizza,0.0003687505960093746
Ruslik0,0.0003687099105711659
Taelus,0.00036860815129476966
CBDunkerson,0.00036847587015022965
Djsasso,0.0003683399330453848
Eagle 101,0.0003679311886791135
SlimVirgin,0.00036790473455578193
Dreadstar,0.00036669242140051323
Dina,0.00036668907750139773
Laurascudder,0.0003659605079831567
Johan Elisson,0.0003658562077590424
Spencer,0.0003657151356420232
Wimt,0.00036553366627722434
Capitalistroadster,0.0003652627381147865
Snowspinner,0.00036521297967992026
Splash,0.00036470330612963317
ESkog,0.0003643891244074628
Ben MacDui,0.0003643040255229911
Budgiekiller,0.00036427167211069115
Cburnett,0.0003640213832814486
Jc37,0.0003636754420557581
Bumm13,0.0003635405912455537
Uncle G,0.00036292973114828125
Bob the Wikipedian,0.0003629015540482964
Somno,0.00036271494321155626
J-stan,0.00036184049393282665
Kuru,0.000361491652357395
Diannaa,0.0003611708896995271
Cool3,0.00035964964965803334
Amorymeltzer,0.0003596165731152299
HereToHelp,0.00035911305066495974
Smurrayinchester,0.0003590991804846014
ProveIt,0.0003575574483070602
DakotaKahn,0.0003568801421412643
Djr xi,0.00035686307194176544
Grant65,0.00035675269573400784
theProject,0.00035648889111757873
Phroziac,0.0003562879786962389
Jkelly,0.00035625525830500275
Fordmadoxfraud,0.0003559600417262116
Shirahadasha,0.00035592377734356074
Neelix,0.0003556932680734828
Cometstyles,0.00035546122448023985
Kbthompson,0.00035531518569885927
Radiant!,0.0003550601971146666
Mecu,0.0003547859320653248
Benon5,0.0003542400639687001
BusterD,0.0003542324401265127
Nihonjoe,0.00035402668302976503
DragonflySixtyseven,0.0003537886652265815
Stwalkerster,0.00035281807554693234
Tijuana Brass,0.0003527306776286128
Guoguo12,0.0003518984457874109
KieferSkunk,0.00035177694143721306
Sam Blacketer,0.0003515853298897531
Art LaPella,0.0003505374145112051
Winhunter,0.00035038847266199123
JohnCD,0.0003502007499247232
R.Koot,0.00034924949459902405
Yomangani,0.0003487074170274261
Future Perfect at Sunrise,0.0003485502376810941
LinguistAtLarge,0.00034844340484621475
Acetic Acid,0.0003478945544480689
Wangi,0.00034766941478436316
AKMask,0.00034765912926624116
EncycloPetey,0.00034752749941612665
Walton monarchist89,0.00034716130819011906
Pol430,0.00034686455267455207
SynergeticMaggot,0.0003467303018358398
Davidgothberg,0.0003466982341970567
Rosiestep,0.0003462770457399344
KillerChihuahua,0.0003455402898975758
Saxifrage,0.0003448081182552384
Tony1,0.0003445020510117824
Veinor,0.00034424517072222837
SoothingR,0.00034412373806533086
Guettarda,0.0003437941016746518
Trysha,0.0003435780948724051
PresN,0.00034352800198476056
Paul Erik,0.00034350459432434496
Husond,0.00034192600299085295
Peruvianllama,0.000341816228940107
AuburnPilot,0.0003417480028462051
Tedder,0.0003414399026026989
Dewet,0.0003412432901417901
Journalist,0.00034118492574735813
Doug Bell,0.00034034502069162526
TheCatalyst31,0.0003403383763632673
Natalinasmpf,0.00033806660623072256
CactusWriter,0.0003379540283389328
Woodym555,0.00033781822402679715
BigHaz,0.00033776567713296744
NSLE,0.0003376860554032502
Sephiroth BCR,0.0003368789078333583
The JPS,0.0003368415844804844
Marianocecowski,0.00033648674327191384
Bearian,0.00033634374167241377
ReyBrujo,0.00033559309157112354
Nja247,0.00033553904852300065
Firefoxman,0.00033478192773812887
Ancient Apparition,0.00033446572517630723
GRBerry,0.00033308214836652285
FrancisTyers,0.0003324645889400346
Deepujoseph,0.00033207558744436397
AnonEMouse,0.000331468588728412
Mangojuice,0.0003302062651947141
Pgk,0.0003299386468943608
Kjkolb,0.0003287874878838046
Selket,0.00032868952253679667
Ikiroid,0.0003281568893361427
Harro5,0.00032801596424578193
Gimmetrow,0.000327527207645783
Pepsidrinka,0.00032708140886832316
Ganeshk,0.00032706642680981404
Malo,0.00032694577820561527
Errabee,0.0003268554396494453
CRGreathouse,0.00032679430152826654
Jusjih,0.0003267699822554641
TShilo12,0.0003267351276627868
Mizu onna sango15,0.0003266756848037011
Dgies,0.0003263320362346165
tjstrf,0.0003257645730632759
Kusma,0.0003256066367956188
Who,0.0003252391427759898
Kukini,0.0003252030607775586
HighwayCello,0.0003241954477562983
Sebastiankessel,0.0003237140514655865
Tony Sidaway,0.0003234311483274057
Peridon,0.0003231605250189883
TimVickers,0.00032314446341086625
Fawcett5,0.00032275990723479585
FeloniousMonk,0.00032163303039207665
Okiefromokla,0.000321617744616123
Water Bottle,0.0003215762716103441
Valley2city,0.00032003045577063023
PrimeHunter,0.00031853956941851414
FT2,0.0003183497914556319
Philippe,0.0003181034479757764
Soumyasch,0.0003176417205341467
